,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
145,Dylan Strome,24,CHI,C,69,22,26,48,-6,28,17,5,0,2,15,11,0,126,17.5,183,1203:24,17:26,460,419,52.3,33,11,47,22,,stromdy01
146,Zach Werenski,24,CBJ,D,68,11,37,48,-15,22,7,4,0,2,26,10,1,216,5.1,428,1744:48,25:40,0,0,,95,33,39,39,ASG,werenza01
147,Justin Faulk,29,STL,D,76,16,31,47,41,43,15,1,0,6,25,6,0,167,9.6,318,1762:40,23:12,0,0,,101,149,37,40,ASnhl-15Norris-15,faulkju01
148,John Klingberg,29,DAL,D,74,6,41,47,-28,34,5,1,0,2,22,19,0,139,4.3,361,1643:28,22:13,0,0,,77,57,16,86,,klingjo01
149,Mason Marchment,26,FLA,F,54,18,29,47,29,53,17,1,0,2,28,1,0,121,14.9,207,762:24,14:07,11,29,27.5,9,114,25,17,Selke-18,marchma01
150,Jamie Benn,32,DAL,LW,82,18,28,46,-13,88,14,3,1,2,20,8,0,182,9.9,317,1373:16,16:45,492,399,55.2,60,143,37,47,,bennja01
151,Brock Boeser,24,VAN,RW,71,23,23,46,-5,20,12,11,0,6,16,6,1,195,11.8,391,1320:32,18:36,27,26,50.9,26,35,33,21,,boesebr01
152,Anders Lee,31,NYI,LW,76,28,18,46,-11,34,19,9,0,3,14,4,0,159,17.6,266,1263:44,16:38,65,69,48.5,30,94,16,25,,leean01
153,Damon Severson,27,NJD,D,80,11,35,46,-14,57,6,5,0,0,23,11,1,158,7.0,312,1888:23,23:36,0,0,,92,91,38,63,,severda01
154,Yegor Sharangovich,23,NJD,C,76,24,22,46,-14,23,20,2,2,3,21,1,0,168,14.3,294,1254:35,16:30,89,131,40.5,26,30,48,44,,sharaye01
155,Jeff Carter,37,PIT,C,76,19,26,45,-8,38,15,3,1,2,23,3,0,200,9.5,315,1342:59,17:40,648,489,57.0,50,99,33,39,,carteje01
156,Kyle Okposo,33,BUF,RW,74,21,24,45,-15,43,11,8,2,1,18,6,0,174,12.1,304,1241:29,16:47,92,93,49.7,19,59,24,34,,okposky01
157,Jack Roslovic,25,CBJ,C,81,22,23,45,2,12,18,4,0,4,20,3,0,131,16.8,219,1156:47,14:17,372,483,43.5,25,60,32,35,,rosloja01
158,Paul Stastny,36,WPG,C,71,21,24,45,14,14,17,4,0,2,20,4,0,141,14.9,196,1262:36,17:47,267,205,56.6,27,27,38,21,,stastpa01
159,Josh Bailey,32,NYI,C,74,14,30,44,-7,6,12,2,0,1,21,9,0,87,16.1,156,1249:50,16:53,43,67,39.1,26,19,31,43,Byng-32,bailejo01
160,Drake Batherson,23,OTT,C,46,17,27,44,4,32,14,3,0,3,16,11,0,110,15.5,188,870:43,18:56,18,25,41.9,15,89,21,30,ASG,bathedr01
161,Charlie Coyle,29,BOS,C,82,16,28,44,-6,32,13,3,0,5,21,6,1,131,12.2,214,1427:27,17:24,540,560,49.1,39,84,39,42,,coylech01
162,Jordan Eberle,31,SEA,RW,79,21,23,44,-28,14,17,4,0,2,18,5,0,164,12.8,310,1418:14,17:57,6,14,30.0,40,48,50,34,ASG,eberljo01
163,Frédérick Gaudreau,28,MIN,C,76,14,30,44,12,8,13,1,0,4,26,2,2,132,10.6,227,1239:51,16:19,461,461,50.0,43,48,38,25,Byng-41,gaudrfr01
164,Erik Haula,30,BOS,LW,78,18,26,44,19,47,16,2,0,3,24,2,0,141,12.8,217,1177:17,15:06,434,372,53.8,36,129,25,21,,haulaer01
165,Boone Jenner,28,CBJ,C,59,23,21,44,-11,22,15,8,0,3,19,2,0,160,14.4,266,1207:25,20:28,642,556,53.6,56,80,33,29,,jennebo01
166,Anton Lundell,20,FLA,C,65,18,26,44,33,18,16,1,1,4,20,3,3,125,14.4,223,1022:55,15:44,334,414,44.7,56,26,59,35,Calder-6Selke-34,lundean01
167,Nino Niederreiter,29,CAR,RW,75,24,20,44,29,34,20,4,0,5,19,1,0,144,16.7,243,1112:59,14:50,19,20,48.7,17,119,21,51,,niedeni01
168,Alex Pietrangelo,32,VEG,D,80,13,31,44,7,42,9,3,1,0,18,10,3,227,5.7,456,1971:54,24:39,0,0,,164,66,93,56,ASGASnhl-16Norris-15,pietral01
169,MacKenzie Weegar,28,FLA,D,80,8,36,44,40,81,6,1,1,2,33,2,1,203,3.9,391,1869:48,23:22,0,0,,156,179,74,85,ASnhl-14Norris-14,weegama01
170,Brandon Hagel,23,2TM,LW,77,25,19,44,-18,31,20,4,1,3,15,2,2,125,20.0,223,1259:28,16:21,24,33,42.1,32,63,53,33,,hagelbr01
170,Brandon Hagel,23,CHI,LW,55,21,16,37,-14,23,17,4,0,3,13,2,1,94,22.3,175,960:32,17:28,12,19,38.7,25,42,39,25,,hagelbr01
170,Brandon Hagel,23,TBL,LW,22,4,3,7,-4,8,3,0,1,0,2,0,1,31,12.9,48,298:56,13:35,12,14,46.2,7,21,14,8,,hagelbr01
171,Evan Bouchard,22,EDM,D,81,12,31,43,10,28,10,2,0,1,25,5,1,205,5.9,400,1604:12,19:48,0,0,,112,80,37,79,,bouchev01
172,Cole Caufield,21,MTL,RW,67,23,20,43,-24,10,18,5,0,3,12,8,0,188,12.2,327,1117:35,16:41,5,5,50.0,7,18,32,27,Calder-9,caufico01
173,Anthony Cirelli,24,TBL,C,76,17,26,43,15,70,13,3,1,4,21,5,0,146,11.6,260,1391:44,18:19,441,507,46.5,67,75,60,13,Selke-5,cirelan01
174,Evgenii Dadonov,32,VEG,RW,78,20,23,43,4,18,15,5,0,4,20,3,0,177,11.3,300,1234:08,15:49,1,4,20.0,25,65,17,30,,dadonev01
175,Torey Krug,30,STL,D,64,9,34,43,23,48,5,3,1,1,18,16,0,119,7.6,245,1315:49,20:34,0,0,,70,53,16,32,,krugto01
176,Evan Rodrigues,28,PIT,C,82,19,24,43,3,14,12,7,0,2,23,1,0,243,7.8,392,1298:38,15:50,183,203,47.4,30,89,33,32,Selke-34,rodriev01
177,Conor Sheary,29,WSH,LW,71,19,24,43,-2,14,17,2,0,5,20,4,0,129,14.7,214,1085:18,15:17,11,16,40.7,44,45,38,12,,shearco01
178,Jake DeBrusk,25,BOS,LW,77,25,17,42,6,10,22,3,0,8,16,1,0,184,13.6,277,1157:48,15:02,10,12,45.5,25,62,35,26,Byng-66,debruja01
179,Marcus Foligno,30,MIN,LW,74,23,19,42,25,112,18,5,0,3,17,2,0,98,23.5,162,1214:11,16:24,12,8,60.0,42,238,28,27,Selke-9,foligma01
180,Cam Fowler,30,ANA,D,76,9,33,42,-9,14,3,6,0,1,21,12,0,124,7.3,300,1855:38,24:25,0,0,,116,37,31,46,Byng-29,fowleca01
181,Adam Henrique,31,ANA,C,58,19,23,42,-2,14,13,6,0,0,18,5,0,141,13.5,233,1010:20,17:25,276,221,55.5,47,22,18,20,,henriad01
182,Evgeni Malkin,35,PIT,C,41,20,22,42,-10,24,11,9,0,5,11,11,0,129,15.5,203,751:31,18:20,164,212,43.6,18,21,41,48,,malkiev01
183,Dawson Mercer,20,NJD,C,82,17,25,42,-25,28,14,2,1,2,21,3,1,154,11.0,247,1356:23,16:32,209,381,35.4,35,26,56,53,Calder-11,merceda01
184,Jaccob Slavin,27,CAR,D,79,4,38,42,35,10,3,1,0,0,30,6,2,165,2.4,341,1858:52,23:32,0,0,,121,50,74,43,ASnhl-10Byng-2Norris-9,slavija01
185,Tyson Barrie,30,EDM,D,73,7,34,41,3,18,4,3,0,0,15,18,1,149,4.7,297,1384:16,18:58,0,0,,73,27,14,43,,barrity01
186,Tanner Jeannot,24,NSH,F,81,24,17,41,2,130,21,2,1,5,16,1,0,124,19.4,215,1294:59,15:59,10,14,41.7,64,318,32,32,Calder-7,jeannta01
187,Kailer Yamamoto,23,EDM,RW,81,20,21,41,-1,40,16,3,1,4,17,3,1,114,17.5,188,1366:33,16:52,2,4,33.3,36,114,34,38,,yamamka01
188,Rickard Rakell,28,2TM,RW,70,20,21,41,0,12,15,5,0,2,16,5,0,184,10.9,342,1258:58,17:59,36,43,45.6,44,99,28,34,,rakelri01
188,Rickard Rakell,28,ANA,RW,51,16,12,28,-7,8,11,5,0,1,8,4,0,136,11.8,261,935:30,18:21,33,41,44.6,32,61,22,25,,rakelri01
188,Rickard Rakell,28,PIT,RW,19,4,9,13,7,4,4,0,0,1,8,1,0,48,8.3,81,323:28,17:01,3,2,60.0,12,38,6,9,,rakelri01
189,Seth Jarvis,19,CAR,C,68,17,23,40,11,18,15,2,0,4,19,4,0,110,15.5,203,943:30,13:53,11,14,44.0,21,69,15,33,Calder-13,jarvise01
190,Martin Nečas,23,CAR,C,78,14,26,40,5,32,11,2,1,6,24,2,0,159,8.8,295,1262:40,16:11,38,47,44.7,19,55,38,75,,necasma01
191,Corey Perry,36,TBL,RW,82,19,21,40,9,66,13,6,0,4,19,2,0,153,12.4,242,1108:36,13:31,2,2,50.0,28,73,19,22,,perryco01
192,Jared Spurgeon,32,MIN,D,65,10,30,40,32,10,10,0,0,2,16,14,0,116,8.6,234,1374:45,21:09,0,0,,83,44,13,14,ASnhl-16Byng-3Norris-15,spurgja01
193,Mikael Backlund,32,CGY,C,82,12,27,39,16,30,12,0,0,1,20,7,0,214,5.6,355,1403:42,17:07,621,608,50.5,27,62,55,44,Selke-13,backlmi01
194,Alexander Barabanov,27,SJS,F,70,10,29,39,-5,14,8,2,0,1,23,6,0,103,9.7,166,1202:39,17:11,0,1,0.0,39,53,40,30,,barabal01
195,Matt Boldy,20,MIN,LW,47,15,24,39,17,10,12,3,0,2,17,7,0,113,13.3,197,723:02,15:23,9,15,37.5,24,23,27,22,Calder-8,boldyma01
196,Connor Brown,28,OTT,RW,64,10,29,39,-15,10,9,0,1,0,17,9,3,121,8.3,235,1283:38,20:03,48,85,36.1,37,14,51,50,Byng-64,brownco02
197,Ross Colton,25,TBL,C,79,22,17,39,4,24,21,1,0,4,13,4,0,159,13.8,259,1010:37,12:48,303,278,52.2,36,153,29,8,,coltoro01
198,Evander Kane,30,EDM,LW,43,22,17,39,25,60,17,3,2,3,15,1,1,152,14.5,260,836:22,19:27,9,11,45.0,11,135,16,27,,kaneev01
199,Jean-Gabriel Pageau,29,NYI,C,77,18,21,39,0,30,13,4,1,0,15,3,3,126,14.3,199,1360:56,17:40,748,604,55.3,53,171,30,42,Selke-34,pageaje01
200,Nicolas Roy,24,VEG,C,78,15,24,39,12,51,13,2,0,3,20,3,1,145,10.3,238,1267:39,16:15,454,477,48.8,34,85,34,38,,royni01
201,Brady Skjei,27,CAR,D,82,9,30,39,22,48,9,0,0,0,30,0,0,184,4.9,330,1733:40,21:09,0,0,,73,95,51,62,,skjeibr01
202,Jacob Trouba,27,NYR,D,81,11,28,39,25,88,10,1,0,1,23,3,2,204,5.4,388,1816:57,22:26,0,0,,177,207,24,63,,troubja01
203,Max Domi,26,2TM,LW,72,11,28,39,10,55,11,0,0,1,24,4,0,104,10.6,206,938:33,13:02,39,47,45.3,9,24,36,33,,domima01
203,Max Domi,26,CBJ,LW,53,9,23,32,2,37,9,0,0,0,19,4,0,77,11.7,160,710:43,13:25,11,12,47.8,7,15,28,26,,domima01
203,Max Domi,26,CAR,LW,19,2,5,7,8,18,2,0,0,1,5,0,0,27,7.4,46,227:50,11:59,28,35,44.4,2,9,8,7,,domima01
204,Thomas Chabot,25,OTT,D,59,7,31,38,-3,26,6,1,0,1,19,12,0,173,4.0,330,1545:20,26:12,0,0,,93,73,29,68,ASnhl-16,chaboth01
205,Dylan Cozens,20,BUF,C,79,13,25,38,-19,55,11,2,0,1,17,7,1,160,8.1,265,1255:30,15:54,383,457,45.6,22,35,33,30,,cozendy01
206,Filip Hronek,24,DET,D,78,5,33,38,-29,36,3,2,0,0,28,5,0,133,3.8,280,1718:06,22:02,0,0,,81,70,16,46,,hronefi01
207,Mikhail Sergachev,23,TBL,D,78,7,31,38,6,59,6,1,0,1,24,6,1,149,4.7,283,1752:34,22:28,0,0,,123,139,23,39,,sergami01
208,Reilly Smith,30,VEG,RW,56,16,22,38,4,8,11,3,2,3,16,4,2,150,10.7,250,995:53,17:47,4,4,50.0,23,55,29,42,,smithre01
209,Alex Tuch,25,BUF,RW,50,12,26,38,-3,14,9,2,1,0,20,6,0,139,8.6,228,920:25,18:25,9,14,39.1,49,32,40,25,,tuchal01
210,James van Riemsdyk,32,PHI,LW,82,24,14,38,-33,25,15,9,0,4,14,0,0,186,12.9,284,1321:13,16:07,10,14,41.7,25,34,30,29,,vanrija01
211,Artturi Lehkonen,26,2TM,LW,74,19,19,38,1,22,15,2,2,2,18,1,0,155,12.3,269,1117:09,15:06,8,21,27.6,39,82,18,16,,lehkoar01
211,Artturi Lehkonen,26,MTL,LW,58,13,16,29,0,14,10,1,2,1,16,0,0,110,11.8,187,854:07,14:44,8,15,34.8,26,60,15,13,,lehkoar01
211,Artturi Lehkonen,26,COL,LW,16,6,3,9,1,8,5,1,0,1,2,1,0,45,13.3,82,263:02,16:26,0,6,0.0,13,22,3,3,,lehkoar01
212,Gustav Forsling,25,FLA,D,71,10,27,37,41,18,10,0,0,1,27,0,0,145,6.9,296,1506:53,21:13,0,0,,86,45,51,53,,forslgu02
213,Ryan Getzlaf,36,ANA,C,56,3,34,37,-14,29,1,2,0,1,25,9,0,104,2.9,192,1061:39,18:57,546,479,53.3,56,89,35,67,,getzlry01
214,Alex Iafallo,28,LAK,C,79,17,20,37,4,8,13,3,1,2,16,3,1,215,7.9,345,1461:40,18:30,15,17,46.9,53,48,46,14,Byng-20,iafalal01
215,Brandon Montour,27,FLA,D,81,11,26,37,15,48,10,1,0,1,19,7,0,153,7.2,298,1449:52,17:54,0,0,,65,64,26,49,,montobr01
216,Josh Morrissey,26,WPG,D,79,12,25,37,-3,66,6,6,0,3,16,9,0,173,6.9,351,1869:02,23:40,0,0,,104,150,26,63,,morrijo04
217,Max Pacioretty,33,VEG,LW,39,19,18,37,8,33,15,4,0,4,10,8,0,148,12.8,262,677:46,17:23,2,7,22.2,21,30,15,23,,pacioma01
218,Jonathan Toews,33,CHI,C,71,12,25,37,-14,39,7,4,1,2,22,3,0,125,9.6,188,1240:45,17:29,788,548,59.0,22,25,48,34,,toewsjo01
219,Alexander Wennberg,27,SEA,C,80,11,26,37,-26,28,9,2,0,2,21,4,1,95,11.6,152,1428:09,17:51,555,635,46.6,44,47,45,37,,wennbal01
220,Rem Pitlick,24,2TM,C,66,15,22,37,-8,24,14,0,1,1,21,1,0,65,23.1,97,988:52,14:59,53,65,44.9,28,25,31,40,,pitlire01
220,Rem Pitlick,24,MIN,C,20,6,5,11,1,12,6,0,0,1,5,0,0,13,46.2,20,193:58,9:42,3,1,75.0,5,7,5,7,,pitlire01
220,Rem Pitlick,24,MTL,C,46,9,17,26,-9,12,8,0,1,0,16,1,0,52,17.3,77,794:54,17:17,50,64,43.9,23,18,26,33,,pitlire01
221,Miro Heiskanen,22,DAL,D,70,5,31,36,3,24,2,3,0,1,23,8,0,156,3.2,312,1742:06,24:53,0,0,,92,52,45,84,ASnhl-13Byng-42Norris-12,heiskmi01
222,Jesse Puljujärvi,23,EDM,RW,65,14,22,36,22,20,10,4,0,1,19,3,0,160,8.8,264,1055:02,16:14,0,0,,15,81,27,18,Selke-27,puljuje01
223,Craig Smith,32,BOS,C,74,16,20,36,2,28,16,0,0,1,16,4,0,187,8.6,318,1067:18,14:25,4,8,33.3,28,95,21,30,,smithcr01
224,Jordan Staal,33,CAR,C,78,17,19,36,11,18,16,1,0,2,18,1,0,146,11.6,234,1297:18,16:38,736,549,57.3,29,212,34,51,Selke-11,staaljo01
225,Pius Suter,25,DET,F,82,15,21,36,-11,22,14,0,1,3,18,3,0,166,9.0,267,1387:46,16:55,495,509,49.3,37,24,46,36,,suterpi01
226,Pavel Zacha,24,NJD,C,70,15,21,36,-21,22,11,4,0,1,17,4,0,148,10.1,264,1179:13,16:51,189,188,50.1,18,80,33,40,,zachapa01
227,Travis Boyd,28,ARI,C,74,17,18,35,-10,34,15,2,0,2,16,2,0,88,19.3,155,1221:59,16:31,420,507,45.3,55,71,20,28,,boydtr01
228,Vince Dunn,25,SEA,D,73,7,28,35,-21,63,5,2,0,0,19,9,0,121,5.8,282,1509:19,20:41,0,0,,82,76,25,48,,dunnvi02
229,Pierre Engvall,25,TOR,LW,78,15,20,35,13,30,12,1,2,3,17,2,1,154,9.7,270,1035:46,13:17,29,40,42.0,12,66,32,41,,engvapi01
230,Mike Hoffman,32,MTL,C,67,15,20,35,-24,32,11,4,0,3,11,9,0,154,9.7,285,1141:49,17:03,12,8,60.0,29,27,32,46,,hoffmmi02
231,Andreas Johnsson,27,NJD,LW,71,13,22,35,4,30,12,1,0,0,22,0,0,114,11.4,179,1019:34,14:22,4,10,28.6,22,64,26,24,,johnsan01
232,Erik Karlsson,31,SJS,D,50,10,25,35,-14,14,10,0,0,2,15,10,0,117,8.5,248,1173:31,23:28,0,0,,45,18,52,63,,karlser01
233,William Karlsson,29,VEG,C,67,12,23,35,3,10,9,1,2,0,21,2,0,135,8.9,237,1224:53,18:17,508,475,51.7,42,42,44,34,Byng-46,karlswi01
234,Darnell Nurse,26,EDM,D,71,9,26,35,18,54,7,0,2,0,19,6,1,203,4.4,410,1778:27,25:03,0,0,,132,196,33,67,,nurseda01
235,Dmitry Orlov,30,WSH,D,76,12,23,35,25,44,10,2,0,4,21,2,0,127,9.4,238,1593:10,20:58,0,0,,94,124,37,44,,orlovdm01
236,Colton Parayko,28,STL,D,80,6,29,35,16,18,6,0,0,2,28,1,0,135,4.4,244,1884:58,23:34,0,0,,169,72,51,53,Byng-33,parayco01
237,Zach Parise,37,NYI,LW,82,15,20,35,-2,28,11,2,2,4,15,5,0,138,10.9,203,1253:18,15:17,28,47,37.3,57,60,27,25,,parisza01
238,Kevin Shattenkirk,33,ANA,D,82,8,27,35,-9,36,7,1,0,1,14,13,0,163,4.9,295,1756:12,21:25,0,1,0.0,135,73,38,58,,shattke01
239,Mark Giordano,38,2TM,D,75,8,27,35,-9,57,6,0,2,1,15,12,0,151,5.3,348,1566:00,20:53,0,0,,139,75,19,49,,giordma01
239,Mark Giordano,38,SEA,D,55,6,17,23,-21,47,4,0,2,0,9,8,0,123,4.9,286,1181:56,21:29,0,0,,98,46,15,32,,giordma01
239,Mark Giordano,38,TOR,D,20,2,10,12,12,10,2,0,0,1,6,4,0,28,7.1,62,384:04,19:12,0,0,,41,29,4,17,,giordma01
240,Anthony Beauvillier,24,NYI,LW,75,12,22,34,-10,12,7,5,0,1,16,6,0,154,7.8,252,1262:30,16:50,4,6,40.0,20,39,36,54,,beauvan01
241,Lawson Crouse,24,ARI,LW,65,20,14,34,-9,52,16,3,1,4,10,4,0,131,15.3,224,1132:59,17:26,16,32,33.3,36,181,29,23,,crousla01
242,Joel Farabee,21,PHI,LW,63,17,17,34,-11,50,15,1,1,1,15,2,0,119,14.3,208,1107:59,17:35,41,102,28.7,38,73,25,22,,farabjo01
243,Jesper Fast,30,CAR,RW,82,14,20,34,24,4,13,1,0,1,18,1,1,97,14.4,171,1214:28,14:49,12,17,41.4,36,109,17,26,Byng-17Selke-17,fastje01
244,Sonny Milano,25,ANA,LW,66,14,20,34,-9,10,9,5,0,3,15,5,0,94,14.9,177,1008:21,15:17,0,2,0.0,15,27,29,34,,milanso01
245,Tanner Pearson,29,VAN,LW,68,14,20,34,9,30,13,1,0,2,18,2,0,159,8.8,242,1091:44,16:03,20,37,35.1,41,84,22,15,,pearsta01
246,Neal Pionk,26,WPG,D,77,3,31,34,5,46,2,1,0,1,20,11,0,140,2.1,278,1627:42,21:08,0,0,,91,185,27,68,,pionkne01
247,Blake Coleman,30,CGY,C,81,16,17,33,16,60,15,0,1,2,16,0,1,212,7.5,329,1200:28,14:49,2,17,10.5,44,163,34,47,,colembl01
248,J.T. Compher,26,COL,LW,70,18,15,33,6,25,13,4,1,0,13,2,0,102,17.6,199,1142:33,16:19,338,319,51.4,55,31,26,18,,comphj.01
249,Christian Dvorak,25,MTL,C,56,11,22,33,-19,24,10,1,0,1,18,4,0,87,12.6,144,972:53,17:22,548,419,56.7,52,32,16,32,,dvorach01
250,Vladislav Gavrikov,26,CBJ,D,80,5,28,33,-3,68,5,0,0,1,27,0,1,108,4.6,204,1782:58,22:17,0,0,,138,124,22,34,,gavrivl01
251,Barclay Goodrow,28,NYR,RW,79,13,20,33,13,69,12,0,1,2,17,0,3,116,11.2,182,1320:16,16:43,366,375,49.4,54,130,39,37,,goodrba01
252,Danton Heinen,26,PIT,C,76,18,15,33,6,16,15,3,0,1,14,1,0,138,13.0,217,966:11,12:43,0,4,0.0,33,66,36,24,,heineda01
253,Alex Newhook,21,COL,C,71,13,20,33,11,12,10,3,0,5,17,3,0,113,11.5,203,963:04,13:34,136,256,34.7,36,40,20,13,,newhoal01
254,Kyle Palmieri,30,NYI,RW,69,15,18,33,0,57,13,2,0,6,14,4,0,156,9.6,267,1078:07,15:37,15,36,29.4,18,77,16,20,,palmiky01
255,Josh Anderson,27,MTL,RW,69,19,13,32,-25,65,17,2,0,1,12,1,0,151,12.6,282,1188:33,17:14,20,22,47.6,35,153,33,31,,anderjo05
256,Jamie Drysdale,19,ANA,D,81,4,28,32,-26,16,4,0,0,1,16,12,0,137,2.9,290,1610:16,19:53,0,0,,72,40,19,49,,drysdja01
257,Dillon Dubé,23,CGY,C,79,18,14,32,1,20,15,2,1,1,11,1,2,143,12.6,228,1014:17,12:50,92,102,47.4,15,87,24,23,,dubedi01
258,Alex Formenton,22,OTT,LW,79,18,14,32,-13,59,13,0,5,1,13,0,1,162,11.1,256,1220:41,15:27,8,12,40.0,24,101,44,25,,formeal01
259,Kasperi Kapanen,25,PIT,RW,79,11,21,32,2,16,11,0,0,2,16,5,0,129,8.5,235,1148:03,14:32,5,7,41.7,19,110,40,30,,kapanka01
260,Dominik Kubalík,26,CHI,LW,78,15,17,32,-16,16,12,3,0,0,11,6,0,161,9.3,285,1132:38,14:31,8,12,40.0,28,93,18,25,,kubaldo01
261,Ilya Mikheyev,27,TOR,F,53,21,11,32,16,26,13,4,4,4,10,1,0,147,14.3,205,808:44,15:16,0,2,0.0,18,52,24,26,,mikheil01
262,Nate Schmidt,30,WPG,D,77,4,28,32,-4,10,3,1,0,1,17,10,1,117,3.4,257,1556:10,20:13,0,0,,104,37,32,66,Byng-51,schmina01
263,Ryan Suter,37,DAL,D,82,7,25,32,1,40,3,4,0,0,16,9,0,118,5.9,265,1939:45,23:39,0,0,,88,46,19,46,,suterry01
264,Philip Tomasino,20,NSH,C,76,11,21,32,2,10,8,3,0,3,15,6,0,111,9.9,189,876:46,11:32,21,33,38.9,28,49,17,23,,tomasph01
265,Frank Vatrano,27,2TM,LW,71,18,14,32,4,22,17,1,0,3,13,1,0,161,11.2,266,934:18,13:10,12,13,48.0,26,68,22,27,,vatrafr01
265,Frank Vatrano,27,FLA,LW,49,10,9,19,-2,16,9,1,0,2,8,1,0,105,9.5,174,597:32,12:12,9,13,40.9,17,48,16,20,,vatrafr01
265,Frank Vatrano,27,NYR,LW,22,8,5,13,6,6,8,0,0,1,5,0,0,56,14.3,92,336:46,15:18,3,0,100.0,9,20,6,7,,vatrafr01
266,Nick Paul,26,2TM,LW,80,16,16,32,-14,39,13,2,1,2,15,0,1,166,9.6,303,1320:57,16:31,426,419,50.4,56,106,59,32,,paulni01
266,Nick Paul,26,OTT,LW,59,11,7,18,-18,22,9,2,0,1,7,0,0,131,8.4,240,1024:51,17:22,333,346,49.0,41,67,48,27,,paulni01
266,Nick Paul,26,TBL,LW,21,5,9,14,4,17,4,0,1,1,8,0,1,35,14.3,63,296:06,14:06,93,73,56.0,15,39,11,5,,paulni01
267,Nicklas Bäckström,34,WSH,C,47,6,25,31,-8,12,5,1,0,1,12,13,0,68,8.8,121,822:04,17:29,301,348,46.4,16,16,25,13,,backsni02
268,Ryan Donato,25,SEA,C,74,16,15,31,-13,40,15,1,0,2,15,0,0,159,10.1,268,1020:46,13:48,15,23,39.5,17,70,39,24,,donatry01
269,Drew Doughty,32,LAK,D,39,7,24,31,4,30,3,4,0,1,15,9,0,99,7.1,183,1003:50,25:44,0,0,,53,60,9,24,,doughdr01
270,Mattias Ekholm,31,NSH,D,76,6,25,31,14,44,6,0,0,1,20,4,1,145,4.1,311,1784:21,23:29,0,0,,96,79,29,60,,ekholma01
271,Lars Eller,32,WSH,C,72,13,18,31,-4,40,13,0,0,2,16,2,0,116,11.2,213,1160:53,16:07,510,521,49.5,36,95,37,44,,ellerla01
272,Sam Gagner,32,DET,C,81,13,18,31,-4,32,12,0,1,0,17,1,0,132,9.8,185,1103:14,13:37,142,162,46.7,25,21,24,14,,gagnesa01
273,Denis Gurianov,24,DAL,RW,73,11,20,31,2,16,7,4,0,2,17,3,0,144,7.6,281,1035:31,14:11,0,0,,32,67,12,46,,guriade01
274,Kevin Hayes,29,PHI,RW,48,10,21,31,-20,26,8,2,0,1,18,2,1,126,7.9,209,860:20,17:55,260,347,42.8,12,36,30,20,,hayeske01
275,Oliver Kylington,24,CGY,D,73,9,22,31,34,14,8,1,0,2,20,2,0,138,6.5,277,1325:55,18:10,0,0,,79,40,24,56,Byng-55,kylinol01
276,Alexis Lafrenière,20,NYR,LW,79,19,12,31,2,37,19,0,0,4,10,2,0,110,17.3,193,1105:18,13:59,14,34,29.2,26,108,44,28,,lafreal01
277,Mike Matheson,27,PIT,D,74,11,20,31,12,33,11,0,0,5,18,2,0,140,7.9,295,1391:08,18:48,0,0,,81,97,43,43,,mathemi01
278,Ivan Provorov,25,PHI,D,79,9,22,31,-20,34,8,1,0,1,14,6,2,170,5.3,322,1966:21,24:53,0,0,,172,74,17,84,,provoiv01
279,Travis Sanheim,25,PHI,D,80,7,24,31,9,34,7,0,0,1,24,0,0,123,5.7,249,1837:36,22:58,0,0,,142,64,23,55,,sanhetr01
280,Cole Sillinger,18,CBJ,C,79,16,15,31,-22,37,16,0,0,3,13,2,0,148,10.8,254,1082:21,13:42,362,417,46.5,43,98,24,24,,sillico01
281,Jonas Brodin,28,MIN,D,73,5,25,30,9,18,4,1,0,1,18,6,1,126,4.0,232,1711:02,23:26,0,0,,126,42,24,28,Byng-37,brodijo01
282,Alexandre Carrier,25,NSH,D,77,3,27,30,26,50,2,1,0,0,23,3,1,95,3.2,188,1615:33,20:59,0,1,0.0,124,95,27,39,AR-1Calder-10,carrial01
283,Robby Fabbri,26,DET,C,56,17,13,30,-23,35,11,6,0,1,11,2,0,123,13.8,211,970:27,17:20,54,55,49.5,19,86,13,21,,fabbrro01
284,Alex Goligoski,36,MIN,D,72,2,28,30,41,34,2,0,0,0,24,4,0,80,2.5,173,1363:04,18:56,0,0,,96,56,6,31,,goligal01
285,Dougie Hamilton,28,NJD,D,62,9,21,30,-19,34,7,2,0,1,15,6,0,197,4.6,402,1315:52,21:13,0,0,,92,87,20,54,,hamildo01
286,Sean Kuraly,29,CBJ,C,77,14,16,30,2,61,14,0,0,0,14,1,1,121,11.6,190,1221:13,15:52,628,642,49.4,51,240,35,26,,kuralse01
287,Scott Laughton,27,PHI,C,67,11,19,30,-9,35,9,0,2,1,18,1,0,110,10.0,196,1100:14,16:25,395,379,51.0,47,151,31,40,,laughsc01
288,Mark Stone,29,VEG,RW,37,9,21,30,7,8,6,3,0,2,17,3,1,71,12.7,118,678:42,18:21,13,16,44.8,24,19,56,29,ASG,stonema01
289,Tomáš Tatar,31,NJD,LW,76,15,15,30,-22,22,13,2,0,1,12,3,0,132,11.4,244,1127:15,14:50,19,31,38.0,28,75,27,25,,tatarto01
